session_id,student_id,advisor_id,date,duration_minutes,notes,status
437,221,1,2025-03-19,30,Discussion about academic progress and course selection.,attended
438,222,5,2025-01-09,34,Discussion about academic progress and course selection.,attended
439,222,5,2025-04-06,38,Discussion about academic progress and course selection.,attended
440,222,5,2025-04-11,27,Discussion about academic progress and course selection.,attended
441,223,1,2025-01-29,37,Discussion about academic progress and course selection.,rescheduled
442,224,5,2025-01-19,41,Discussion about academic progress and course selection.,attended
443,224,5,2025-03-20,35,Discussion about academic progress and course selection.,missed
444,224,5,2025-04-07,30,Discussion about academic progress and course selection.,rescheduled
445,225,1,2025-01-21,24,Discussion about academic progress and course selection.,attended
446,226,1,2025-02-05,25,Discussion about academic progress and course selection.,attended
447,226,1,2025-01-10,29,Discussion about academic progress and course selection.,rescheduled
448,227,2,2025-01-24,36,Discussion about academic progress and course selection.,missed
449,227,2,2025-03-27,27,Discussion about academic progress and course selection.,missed
450,228,5,2025-03-24,42,Discussion about academic progress and course selection.,attended
451,229,1,2025-02-05,17,Discussion about academic progress and course selection.,rescheduled
452,229,1,2025-02-13,27,Discussion about academic progress and course selection.,missed
453,229,1,2025-02-23,41,Discussion about academic progress and course selection.,missed
456,230,3,2025-02-17,16,Discussion about academic progress and course selection.,missed
459,231,3,2025-02-28,16,Discussion about academic progress and course selection.,missed
460,232,5,2025-04-11,22,Discussion about academic progress and course selection.,rescheduled
461,233,1,2025-02-15,33,Discussion about academic progress and course selection.,rescheduled
462,233,1,2025-04-10,17,Discussion about academic progress and course selection.,rescheduled
463,233,1,2025-02-10,19,Discussion about academic progress and course selection.,attended
464,234,5,2025-04-03,27,Discussion about academic progress and course selection.,attended
465,234,5,2025-02-14,18,Discussion about academic progress and course selection.,rescheduled
466,234,5,2025-01-25,37,Discussion about academic progress and course selection.,missed
467,235,2,2025-01-13,42,Discussion about academic progress and course selection.,rescheduled
468,235,2,2025-02-21,33,Discussion about academic progress and course selection.,rescheduled
469,236,4,2025-02-04,43,Discussion about academic progress and course selection.,missed
470,236,4,2025-02-01,36,Discussion about academic progress and course selection.,missed
471,236,4,2025-01-23,33,Discussion about academic progress and course selection.,rescheduled
472,237,5,2025-01-08,20,Discussion about academic progress and course selection.,missed
473,238,3,2025-01-29,43,Discussion about academic progress and course selection.,attended
474,238,3,2025-02-06,40,Discussion about academic progress and course selection.,missed
475,239,4,2025-04-06,31,Discussion about academic progress and course selection.,missed
476,239,4,2025-03-19,16,Discussion about academic progress and course selection.,missed
477,240,5,2025-01-16,26,Discussion about academic progress and course selection.,missed
478,241,3,2025-03-06,44,Discussion about academic progress and course selection.,missed
479,242,1,2025-03-31,22,Discussion about academic progress and course selection.,attended
483,244,2,2025-02-16,44,Discussion about academic progress and course selection.,missed
484,245,3,2025-03-22,33,Discussion about academic progress and course selection.,attended
485,246,3,2025-02-04,33,Discussion about academic progress and course selection.,attended
486,246,3,2025-01-07,20,Discussion about academic progress and course selection.,rescheduled
487,246,3,2025-03-10,15,Discussion about academic progress and course selection.,missed
488,247,4,2025-03-18,22,Discussion about academic progress and course selection.,rescheduled
489,247,4,2025-03-10,27,Discussion about academic progress and course selection.,attended
490,247,4,2025-02-06,24,Discussion about academic progress and course selection.,missed
491,248,1,2025-03-17,34,Discussion about academic progress and course selection.,attended
492,248,1,2025-02-08,20,Discussion about academic progress and course selection.,missed
493,248,1,2025-01-29,30,Discussion about academic progress and course selection.,missed
494,249,4,2025-04-07,44,Discussion about academic progress and course selection.,rescheduled
495,249,4,2025-01-16,36,Discussion about academic progress and course selection.,missed
496,249,4,2025-01-04,31,Discussion about academic progress and course selection.,attended
497,250,3,2025-02-21,24,Discussion about academic progress and course selection.,missed
498,251,1,2025-01-22,40,Discussion about academic progress and course selection.,attended
499,251,1,2025-03-29,17,Discussion about academic progress and course selection.,missed
500,251,1,2025-02-25,20,Discussion about academic progress and course selection.,rescheduled
501,252,3,2025-01-25,29,Discussion about academic progress and course selection.,rescheduled
502,253,4,2025-02-11,43,Discussion about academic progress and course selection.,attended
503,254,4,2025-04-03,43,Discussion about academic progress and course selection.,attended
504,255,2,2025-02-09,32,Discussion about academic progress and course selection.,missed
505,256,4,2025-03-10,35,Discussion about academic progress and course selection.,rescheduled
506,256,4,2025-04-07,24,Discussion about academic progress and course selection.,rescheduled
507,257,3,2025-03-17,21,Discussion about academic progress and course selection.,rescheduled
508,257,3,2025-02-04,16,Discussion about academic progress and course selection.,attended
509,257,3,2025-03-05,36,Discussion about academic progress and course selection.,attended
512,259,4,2025-03-11,38,Discussion about academic progress and course selection.,rescheduled
514,261,1,2025-01-29,22,Discussion about academic progress and course selection.,missed
515,261,1,2025-02-01,31,Discussion about academic progress and course selection.,missed
516,261,1,2025-01-06,44,Discussion about academic progress and course selection.,rescheduled
519,263,1,2025-01-17,24,Discussion about academic progress and course selection.,attended
520,263,1,2025-03-11,32,Discussion about academic progress and course selection.,missed
521,264,4,2025-01-28,25,Discussion about academic progress and course selection.,attended
522,265,1,2025-03-01,22,Discussion about academic progress and course selection.,missed
523,266,2,2025-02-22,16,Discussion about academic progress and course selection.,rescheduled
524,266,2,2025-04-03,16,Discussion about academic progress and course selection.,missed
525,267,4,2025-03-05,41,Discussion about academic progress and course selection.,missed
526,267,4,2025-02-28,39,Discussion about academic progress and course selection.,attended
527,268,1,2025-03-11,36,Discussion about academic progress and course selection.,missed
528,268,1,2025-01-11,19,Discussion about academic progress and course selection.,attended
529,268,1,2025-03-16,39,Discussion about academic progress and course selection.,missed
530,269,5,2025-01-06,26,Discussion about academic progress and course selection.,missed
531,269,5,2025-01-05,30,Discussion about academic progress and course selection.,missed
532,270,5,2025-02-14,19,Discussion about academic progress and course selection.,rescheduled
533,271,5,2025-01-28,40,Discussion about academic progress and course selection.,attended
534,271,5,2025-03-05,27,Discussion about academic progress and course selection.,missed
535,272,1,2025-04-05,17,Discussion about academic progress and course selection.,rescheduled
537,273,4,2025-02-08,37,Discussion about academic progress and course selection.,rescheduled
538,274,1,2025-01-30,32,Discussion about academic progress and course selection.,rescheduled
539,275,3,2025-03-14,43,Discussion about academic progress and course selection.,rescheduled
540,275,3,2025-02-07,37,Discussion about academic progress and course selection.,attended
541,276,5,2025-01-07,24,Discussion about academic progress and course selection.,missed
542,277,3,2025-02-08,16,Discussion about academic progress and course selection.,attended
543,278,3,2025-02-11,25,Discussion about academic progress and course selection.,attended
544,278,3,2025-01-14,31,Discussion about academic progress and course selection.,missed
545,278,3,2025-03-24,21,Discussion about academic progress and course selection.,attended
546,279,4,2025-03-15,30,Discussion about academic progress and course selection.,attended
547,279,4,2025-02-09,31,Discussion about academic progress and course selection.,rescheduled
548,280,2,2025-01-04,28,Discussion about academic progress and course selection.,missed
550,281,4,2025-01-21,22,Discussion about academic progress and course selection.,attended
551,281,4,2025-02-10,36,Discussion about academic progress and course selection.,attended
552,281,4,2025-03-04,34,Discussion about academic progress and course selection.,missed
553,282,1,2025-01-24,17,Discussion about academic progress and course selection.,missed
555,283,4,2025-01-31,43,Discussion about academic progress and course selection.,attended
557,284,4,2025-02-08,34,Discussion about academic progress and course selection.,missed
558,285,5,2025-04-10,27,Discussion about academic progress and course selection.,attended
559,285,5,2025-03-27,42,Discussion about academic progress and course selection.,rescheduled
560,286,1,2025-01-24,18,Discussion about academic progress and course selection.,attended
561,287,2,2025-03-08,20,Discussion about academic progress and course selection.,rescheduled
562,287,2,2025-03-05,22,Discussion about academic progress and course selection.,missed
563,288,2,2025-02-01,32,Discussion about academic progress and course selection.,rescheduled
564,288,2,2025-04-01,35,Discussion about academic progress and course selection.,missed
565,289,4,2025-03-26,24,Discussion about academic progress and course selection.,missed
566,289,4,2025-01-16,36,Discussion about academic progress and course selection.,missed
567,289,4,2025-01-27,23,Discussion about academic progress and course selection.,rescheduled
568,290,1,2025-01-04,44,Discussion about academic progress and course selection.,missed
569,290,1,2025-02-05,37,Discussion about academic progress and course selection.,missed
570,291,1,2025-03-25,39,Discussion about academic progress and course selection.,attended
571,291,1,2025-01-24,18,Discussion about academic progress and course selection.,missed
572,291,1,2025-04-05,31,Discussion about academic progress and course selection.,missed
573,292,4,2025-02-12,41,Discussion about academic progress and course selection.,missed
574,292,4,2025-04-13,37,Discussion about academic progress and course selection.,missed
576,294,2,2025-02-01,35,Discussion about academic progress and course selection.,rescheduled
577,295,1,2025-02-25,34,Discussion about academic progress and course selection.,missed
578,295,1,2025-04-01,42,Discussion about academic progress and course selection.,missed
579,296,2,2025-01-09,16,Discussion about academic progress and course selection.,attended
581,297,4,2025-03-31,32,Discussion about academic progress and course selection.,missed
582,297,4,2025-01-23,21,Discussion about academic progress and course selection.,rescheduled
583,298,2,2025-03-22,36,Discussion about academic progress and course selection.,missed
584,299,5,2025-04-13,15,Discussion about academic progress and course selection.,attended
585,300,1,2025-03-10,39,Discussion about academic progress and course selection.,attended
586,300,1,2025-02-13,44,Discussion about academic progress and course selection.,rescheduled
587,300,1,2025-03-27,41,Discussion about academic progress and course selection.,rescheduled
588,301,2,2025-03-22,16,Discussion about academic progress and course selection.,rescheduled
589,301,2,2025-02-07,20,Discussion about academic progress and course selection.,attended
590,302,1,2025-03-11,44,Discussion about academic progress and course selection.,attended
591,302,1,2025-02-09,38,Discussion about academic progress and course selection.,missed
592,302,1,2025-04-07,40,Discussion about academic progress and course selection.,missed
593,303,2,2025-01-11,16,Discussion about academic progress and course selection.,rescheduled
594,303,2,2025-02-13,27,Discussion about academic progress and course selection.,missed
595,304,5,2025-02-19,17,Discussion about academic progress and course selection.,attended
596,305,5,2025-01-09,37,Discussion about academic progress and course selection.,missed
597,305,5,2025-04-07,18,Discussion about academic progress and course selection.,attended
598,306,2,2025-01-16,24,Discussion about academic progress and course selection.,missed
599,306,2,2025-04-12,32,Discussion about academic progress and course selection.,attended
600,307,4,2025-02-17,35,Discussion about academic progress and course selection.,missed
601,307,4,2025-01-29,17,Discussion about academic progress and course selection.,missed
602,308,5,2025-02-05,20,Discussion about academic progress and course selection.,attended
603,308,5,2025-01-12,42,Discussion about academic progress and course selection.,rescheduled
604,309,4,2025-01-29,27,Discussion about academic progress and course selection.,rescheduled
605,309,4,2025-03-08,19,Discussion about academic progress and course selection.,missed
606,309,4,2025-02-28,27,Discussion about academic progress and course selection.,attended
607,310,3,2025-03-09,36,Discussion about academic progress and course selection.,rescheduled
609,312,5,2025-03-05,28,Discussion about academic progress and course selection.,attended
610,312,5,2025-01-16,21,Discussion about academic progress and course selection.,missed
613,314,1,2025-03-05,26,Discussion about academic progress and course selection.,missed
614,314,1,2025-01-14,22,Discussion about academic progress and course selection.,attended
615,315,4,2025-02-19,26,Discussion about academic progress and course selection.,missed
616,315,4,2025-02-06,17,Discussion about academic progress and course selection.,attended
617,316,2,2025-04-08,22,Discussion about academic progress and course selection.,missed
618,316,2,2025-01-25,15,Discussion about academic progress and course selection.,missed
619,316,2,2025-01-25,40,Discussion about academic progress and course selection.,rescheduled
620,317,4,2025-02-25,19,Discussion about academic progress and course selection.,missed
621,317,4,2025-02-17,29,Discussion about academic progress and course selection.,missed
622,318,4,2025-01-27,22,Discussion about academic progress and course selection.,missed
623,318,4,2025-03-30,33,Discussion about academic progress and course selection.,missed
624,318,4,2025-03-25,37,Discussion about academic progress and course selection.,rescheduled
625,319,5,2025-04-05,18,Discussion about academic progress and course selection.,missed
626,320,5,2025-01-27,43,Discussion about academic progress and course selection.,rescheduled
627,321,3,2025-03-10,21,Discussion about academic progress and course selection.,rescheduled
628,321,3,2025-02-15,23,Discussion about academic progress and course selection.,missed
629,321,3,2025-03-31,16,Discussion about academic progress and course selection.,missed
631,323,1,2025-02-23,41,Discussion about academic progress and course selection.,rescheduled
632,323,1,2025-01-04,40,Discussion about academic progress and course selection.,attended
633,324,1,2025-01-04,15,Discussion about academic progress and course selection.,attended
634,325,3,2025-02-23,16,Discussion about academic progress and course selection.,missed
635,325,3,2025-02-09,22,Discussion about academic progress and course selection.,missed
636,326,1,2025-01-06,30,Discussion about academic progress and course selection.,missed
637,327,5,2025-01-20,20,Discussion about academic progress and course selection.,rescheduled
638,327,5,2025-03-16,36,Discussion about academic progress and course selection.,rescheduled
639,327,5,2025-03-13,41,Discussion about academic progress and course selection.,rescheduled
641,328,2,2025-03-04,38,Discussion about academic progress and course selection.,attended
642,329,5,2025-03-14,37,Discussion about academic progress and course selection.,missed
645,330,4,2025-04-02,37,Discussion about academic progress and course selection.,attended
646,331,1,2025-03-26,18,Discussion about academic progress and course selection.,attended
647,331,1,2025-02-21,41,Discussion about academic progress and course selection.,missed
648,331,1,2025-01-17,32,Discussion about academic progress and course selection.,attended
649,332,2,2025-04-11,44,Discussion about academic progress and course selection.,rescheduled
650,332,2,2025-03-09,15,Discussion about academic progress and course selection.,rescheduled
651,333,1,2025-01-16,21,Discussion about academic progress and course selection.,missed
652,333,1,2025-01-10,30,Discussion about academic progress and course selection.,missed
653,333,1,2025-03-14,28,Discussion about academic progress and course selection.,attended
654,334,2,2025-03-20,16,Discussion about academic progress and course selection.,attended
655,334,2,2025-03-18,20,Discussion about academic progress and course selection.,attended
656,335,4,2025-02-21,42,Discussion about academic progress and course selection.,attended
657,335,4,2025-02-09,33,Discussion about academic progress and course selection.,attended
658,336,5,2025-02-17,43,Discussion about academic progress and course selection.,attended
659,337,3,2025-02-18,41,Discussion about academic progress and course selection.,attended
660,338,4,2025-03-29,28,Discussion about academic progress and course selection.,rescheduled
661,338,4,2025-01-16,31,Discussion about academic progress and course selection.,attended
662,338,4,2025-03-28,42,Discussion about academic progress and course selection.,missed
663,339,5,2025-01-22,16,Discussion about academic progress and course selection.,missed
664,340,1,2025-01-08,22,Discussion about academic progress and course selection.,missed
665,341,1,2025-03-16,31,Discussion about academic progress and course selection.,missed
666,342,1,2025-04-13,19,Discussion about academic progress and course selection.,attended
667,342,1,2025-01-22,28,Discussion about academic progress and course selection.,attended
668,343,3,2025-03-28,21,Discussion about academic progress and course selection.,missed
669,343,3,2025-03-30,22,Discussion about academic progress and course selection.,attended
670,344,3,2025-02-17,27,Discussion about academic progress and course selection.,missed
671,345,3,2025-02-16,27,Discussion about academic progress and course selection.,rescheduled
672,346,1,2025-02-05,30,Discussion about academic progress and course selection.,rescheduled
673,347,1,2025-01-22,40,Discussion about academic progress and course selection.,attended
674,347,1,2025-01-30,16,Discussion about academic progress and course selection.,attended
675,348,3,2025-01-08,16,Discussion about academic progress and course selection.,attended
676,348,3,2025-01-22,28,Discussion about academic progress and course selection.,rescheduled
677,348,3,2025-02-16,15,Discussion about academic progress and course selection.,attended
678,349,4,2025-02-11,25,Discussion about academic progress and course selection.,rescheduled
679,349,4,2025-02-22,37,Discussion about academic progress and course selection.,missed
680,349,4,2025-02-26,34,Discussion about academic progress and course selection.,rescheduled
681,350,1,2025-03-28,16,Discussion about academic progress and course selection.,attended
682,351,4,2025-03-10,15,Discussion about academic progress and course selection.,missed
683,351,4,2025-03-19,29,Discussion about academic progress and course selection.,rescheduled
630,322,5,2025-01-06,25,Discussion about academic progress and course selection.,missed
684,352,4,2025-03-10,37,Discussion about academic progress and course selection.,rescheduled
685,353,3,2025-04-04,31,Discussion about academic progress and course selection.,attended
686,354,3,2025-02-23,27,Discussion about academic progress and course selection.,missed
687,354,3,2025-03-15,20,Discussion about academic progress and course selection.,rescheduled
688,354,3,2025-02-27,21,Discussion about academic progress and course selection.,attended
689,355,4,2025-01-09,40,Discussion about academic progress and course selection.,missed
690,355,4,2025-03-25,24,Discussion about academic progress and course selection.,attended
691,355,4,2025-01-19,36,Discussion about academic progress and course selection.,attended
695,357,1,2025-02-22,27,Discussion about academic progress and course selection.,rescheduled
696,358,5,2025-01-08,18,Discussion about academic progress and course selection.,missed
697,358,5,2025-02-17,39,Discussion about academic progress and course selection.,rescheduled
698,359,5,2025-03-28,44,Discussion about academic progress and course selection.,attended
699,359,5,2025-02-09,29,Discussion about academic progress and course selection.,missed
700,360,4,2025-03-10,29,Discussion about academic progress and course selection.,rescheduled
701,361,3,2025-01-31,28,Discussion about academic progress and course selection.,rescheduled
702,362,3,2025-01-19,44,Discussion about academic progress and course selection.,rescheduled
703,362,3,2025-03-17,41,Discussion about academic progress and course selection.,rescheduled
704,362,3,2025-03-13,42,Discussion about academic progress and course selection.,rescheduled
705,363,5,2025-03-23,37,Discussion about academic progress and course selection.,attended
706,363,5,2025-03-06,29,Discussion about academic progress and course selection.,missed
707,364,3,2025-01-20,17,Discussion about academic progress and course selection.,attended
708,365,2,2025-03-19,35,Discussion about academic progress and course selection.,attended
709,365,2,2025-03-23,34,Discussion about academic progress and course selection.,attended
710,365,2,2025-02-03,30,Discussion about academic progress and course selection.,attended
711,366,2,2025-03-26,18,Discussion about academic progress and course selection.,rescheduled
712,366,2,2025-01-28,28,Discussion about academic progress and course selection.,missed
713,367,5,2025-01-26,25,Discussion about academic progress and course selection.,rescheduled
714,367,5,2025-02-22,42,Discussion about academic progress and course selection.,rescheduled
715,367,5,2025-01-21,26,Discussion about academic progress and course selection.,missed
716,368,4,2025-03-31,24,Discussion about academic progress and course selection.,missed
717,369,5,2025-03-10,36,Discussion about academic progress and course selection.,rescheduled
718,369,5,2025-03-15,22,Discussion about academic progress and course selection.,attended
719,370,4,2025-03-21,36,Discussion about academic progress and course selection.,rescheduled
720,371,4,2025-03-09,25,Discussion about academic progress and course selection.,attended
721,371,4,2025-03-23,43,Discussion about academic progress and course selection.,rescheduled
722,372,3,2025-04-07,25,Discussion about academic progress and course selection.,rescheduled
723,372,3,2025-04-10,17,Discussion about academic progress and course selection.,rescheduled
724,372,3,2025-03-18,15,Discussion about academic progress and course selection.,missed
725,373,2,2025-03-07,31,Discussion about academic progress and course selection.,missed
726,373,2,2025-03-17,30,Discussion about academic progress and course selection.,missed
728,374,5,2025-02-04,27,Discussion about academic progress and course selection.,attended
729,375,4,2025-02-10,23,Discussion about academic progress and course selection.,missed
730,375,4,2025-03-02,22,Discussion about academic progress and course selection.,rescheduled
731,375,4,2025-03-05,42,Discussion about academic progress and course selection.,missed
732,376,3,2025-01-09,19,Discussion about academic progress and course selection.,missed
733,377,1,2025-04-04,30,Discussion about academic progress and course selection.,attended
734,377,1,2025-01-28,25,Discussion about academic progress and course selection.,attended
735,377,1,2025-04-11,40,Discussion about academic progress and course selection.,attended
736,378,2,2025-01-30,34,Discussion about academic progress and course selection.,rescheduled
737,378,2,2025-01-11,33,Discussion about academic progress and course selection.,missed
738,378,2,2025-03-26,27,Discussion about academic progress and course selection.,rescheduled
739,379,4,2025-02-12,36,Discussion about academic progress and course selection.,attended
740,380,4,2025-01-23,20,Discussion about academic progress and course selection.,missed
741,381,4,2025-03-04,16,Discussion about academic progress and course selection.,missed
742,381,4,2025-03-04,38,Discussion about academic progress and course selection.,attended
743,381,4,2025-02-01,37,Discussion about academic progress and course selection.,rescheduled
744,382,4,2025-01-15,39,Discussion about academic progress and course selection.,rescheduled
745,382,4,2025-02-23,20,Discussion about academic progress and course selection.,attended
746,383,4,2025-02-14,27,Discussion about academic progress and course selection.,missed
747,383,4,2025-03-21,31,Discussion about academic progress and course selection.,attended
748,383,4,2025-04-06,23,Discussion about academic progress and course selection.,attended
749,384,1,2025-01-31,26,Discussion about academic progress and course selection.,attended
750,384,1,2025-02-03,37,Discussion about academic progress and course selection.,missed
751,384,1,2025-02-08,42,Discussion about academic progress and course selection.,rescheduled
752,385,1,2025-03-11,35,Discussion about academic progress and course selection.,rescheduled
753,385,1,2025-01-07,18,Discussion about academic progress and course selection.,attended
754,385,1,2025-03-30,44,Discussion about academic progress and course selection.,attended
755,386,5,2025-03-27,17,Discussion about academic progress and course selection.,rescheduled
756,387,4,2025-01-25,15,Discussion about academic progress and course selection.,attended
757,387,4,2025-03-19,36,Discussion about academic progress and course selection.,rescheduled
758,388,1,2025-01-11,22,Discussion about academic progress and course selection.,rescheduled
759,389,4,2025-01-12,24,Discussion about academic progress and course selection.,missed
760,390,4,2025-03-26,26,Discussion about academic progress and course selection.,missed
761,391,1,2025-01-18,38,Discussion about academic progress and course selection.,missed
762,391,1,2025-01-05,24,Discussion about academic progress and course selection.,rescheduled
763,392,4,2025-01-17,23,Discussion about academic progress and course selection.,missed
765,393,4,2025-01-16,24,Discussion about academic progress and course selection.,missed
767,394,3,2025-03-08,23,Discussion about academic progress and course selection.,rescheduled
768,394,3,2025-03-24,18,Discussion about academic progress and course selection.,rescheduled
769,394,3,2025-03-27,33,Discussion about academic progress and course selection.,attended
770,395,1,2025-03-22,40,Discussion about academic progress and course selection.,missed
771,395,1,2025-01-23,41,Discussion about academic progress and course selection.,rescheduled
772,395,1,2025-02-07,41,Discussion about academic progress and course selection.,rescheduled
773,396,2,2025-02-20,34,Discussion about academic progress and course selection.,rescheduled
774,397,1,2025-03-25,22,Discussion about academic progress and course selection.,attended
775,398,4,2025-01-24,37,Discussion about academic progress and course selection.,attended
776,399,2,2025-03-10,28,Discussion about academic progress and course selection.,rescheduled
777,400,1,2025-01-11,33,Discussion about academic progress and course selection.,missed
778,400,1,2025-01-21,23,Discussion about academic progress and course selection.,attended
779,400,1,2025-01-25,20,Discussion about academic progress and course selection.,missed
780,401,4,2025-02-24,29,Discussion about academic progress and course selection.,missed
781,401,4,2025-02-22,18,Discussion about academic progress and course selection.,missed
782,402,3,2025-01-23,20,Discussion about academic progress and course selection.,rescheduled
783,402,3,2025-03-31,37,Discussion about academic progress and course selection.,rescheduled
784,402,3,2025-01-21,39,Discussion about academic progress and course selection.,rescheduled
785,403,1,2025-04-11,25,Discussion about academic progress and course selection.,missed
788,404,1,2025-03-02,19,Discussion about academic progress and course selection.,rescheduled
789,404,1,2025-02-07,22,Discussion about academic progress and course selection.,missed
790,405,5,2025-01-30,25,Discussion about academic progress and course selection.,missed
791,406,1,2025-02-02,29,Discussion about academic progress and course selection.,missed
793,407,3,2025-02-16,36,Discussion about academic progress and course selection.,attended
794,407,3,2025-02-02,26,Discussion about academic progress and course selection.,rescheduled
795,408,5,2025-02-02,20,Discussion about academic progress and course selection.,attended
796,408,5,2025-01-29,17,Discussion about academic progress and course selection.,attended
797,408,5,2025-03-28,44,Discussion about academic progress and course selection.,rescheduled
798,409,3,2025-01-26,26,Discussion about academic progress and course selection.,rescheduled
799,410,2,2025-02-13,23,Discussion about academic progress and course selection.,attended
800,410,2,2025-03-09,24,Discussion about academic progress and course selection.,rescheduled
801,411,5,2025-01-28,20,Discussion about academic progress and course selection.,attended
802,412,5,2025-02-15,41,Discussion about academic progress and course selection.,missed
803,412,5,2025-02-01,42,Discussion about academic progress and course selection.,attended
804,412,5,2025-03-06,40,Discussion about academic progress and course selection.,attended
805,413,1,2025-03-29,16,Discussion about academic progress and course selection.,missed
806,414,4,2025-01-14,43,Discussion about academic progress and course selection.,missed
807,414,4,2025-04-09,16,Discussion about academic progress and course selection.,missed
808,414,4,2025-03-10,33,Discussion about academic progress and course selection.,attended
809,415,4,2025-03-14,41,Discussion about academic progress and course selection.,missed
810,415,4,2025-02-24,27,Discussion about academic progress and course selection.,attended
811,416,2,2025-01-18,24,Discussion about academic progress and course selection.,attended
812,416,2,2025-03-19,44,Discussion about academic progress and course selection.,missed
813,417,5,2025-02-19,18,Discussion about academic progress and course selection.,rescheduled
814,418,4,2025-04-04,24,Discussion about academic progress and course selection.,missed
815,418,4,2025-03-21,19,Discussion about academic progress and course selection.,missed
816,418,4,2025-03-20,41,Discussion about academic progress and course selection.,missed
817,419,3,2025-02-08,39,Discussion about academic progress and course selection.,missed
818,419,3,2025-03-14,17,Discussion about academic progress and course selection.,missed
819,419,3,2025-04-06,40,Discussion about academic progress and course selection.,rescheduled
820,420,1,2025-01-25,43,Discussion about academic progress and course selection.,attended
821,420,1,2025-03-12,23,Discussion about academic progress and course selection.,rescheduled
822,420,1,2025-01-25,25,Discussion about academic progress and course selection.,rescheduled
823,421,2,2025-02-25,31,Discussion about academic progress and course selection.,missed
824,421,2,2025-04-03,23,Discussion about academic progress and course selection.,attended
825,421,2,2025-03-22,17,Discussion about academic progress and course selection.,missed
826,422,3,2025-02-23,25,Discussion about academic progress and course selection.,rescheduled
827,423,3,2025-04-13,42,Discussion about academic progress and course selection.,rescheduled
828,423,3,2025-02-07,23,Discussion about academic progress and course selection.,attended
829,424,4,2025-01-25,22,Discussion about academic progress and course selection.,rescheduled
830,424,4,2025-02-17,39,Discussion about academic progress and course selection.,rescheduled
831,424,4,2025-03-19,43,Discussion about academic progress and course selection.,attended
832,425,5,2025-01-14,41,Discussion about academic progress and course selection.,rescheduled
833,425,5,2025-03-03,18,Discussion about academic progress and course selection.,rescheduled
836,427,3,2025-02-22,16,Discussion about academic progress and course selection.,rescheduled
837,427,3,2025-03-16,27,Discussion about academic progress and course selection.,attended
838,427,3,2025-03-09,35,Discussion about academic progress and course selection.,attended
839,428,3,2025-04-03,36,Discussion about academic progress and course selection.,missed
840,428,3,2025-02-22,33,Discussion about academic progress and course selection.,attended
841,429,1,2025-01-29,21,Discussion about academic progress and course selection.,missed
842,429,1,2025-04-01,35,Discussion about academic progress and course selection.,missed
843,430,1,2025-04-10,32,Discussion about academic progress and course selection.,rescheduled
844,430,1,2025-03-14,29,Discussion about academic progress and course selection.,rescheduled
845,430,1,2025-02-20,42,Discussion about academic progress and course selection.,attended
846,431,5,2025-02-17,28,Discussion about academic progress and course selection.,attended
847,432,3,2025-01-22,33,Discussion about academic progress and course selection.,rescheduled
848,432,3,2025-03-26,30,Discussion about academic progress and course selection.,attended
849,433,3,2025-01-25,38,Discussion about academic progress and course selection.,attended
850,433,3,2025-01-31,17,Discussion about academic progress and course selection.,missed
851,434,2,2025-03-07,19,Discussion about academic progress and course selection.,rescheduled
852,435,2,2025-01-06,15,Discussion about academic progress and course selection.,attended
853,435,2,2025-01-07,38,Discussion about academic progress and course selection.,rescheduled
854,435,2,2025-01-29,36,Discussion about academic progress and course selection.,missed
855,436,2,2025-01-11,25,Discussion about academic progress and course selection.,missed
856,437,2,2025-01-18,37,Discussion about academic progress and course selection.,attended
857,437,2,2025-02-09,22,Discussion about academic progress and course selection.,rescheduled
858,438,2,2025-01-22,25,Discussion about academic progress and course selection.,missed
859,438,2,2025-02-01,30,Discussion about academic progress and course selection.,attended
860,439,3,2025-01-24,41,Discussion about academic progress and course selection.,missed
861,440,1,2025-04-12,43,Discussion about academic progress and course selection.,rescheduled
862,440,1,2025-03-25,21,Discussion about academic progress and course selection.,rescheduled
863,441,3,2025-01-12,33,Discussion about academic progress and course selection.,attended
864,441,3,2025-01-12,21,Discussion about academic progress and course selection.,rescheduled
865,441,3,2025-03-01,44,Discussion about academic progress and course selection.,attended
866,442,2,2025-02-23,18,Discussion about academic progress and course selection.,attended
867,442,2,2025-01-05,16,Discussion about academic progress and course selection.,rescheduled
868,442,2,2025-01-31,31,Discussion about academic progress and course selection.,missed
869,443,2,2025-02-14,19,Discussion about academic progress and course selection.,rescheduled
870,443,2,2025-01-17,23,Discussion about academic progress and course selection.,rescheduled
871,443,2,2025-02-27,44,Discussion about academic progress and course selection.,missed
872,444,3,2025-02-03,15,Discussion about academic progress and course selection.,attended
873,445,3,2025-01-25,30,Discussion about academic progress and course selection.,rescheduled
874,445,3,2025-01-10,35,Discussion about academic progress and course selection.,missed
875,445,3,2025-04-12,37,Discussion about academic progress and course selection.,attended
876,446,4,2025-01-08,18,Discussion about academic progress and course selection.,rescheduled
877,446,4,2025-04-04,18,Discussion about academic progress and course selection.,attended
878,447,3,2025-01-26,28,Discussion about academic progress and course selection.,attended
879,447,3,2025-01-31,17,Discussion about academic progress and course selection.,missed
880,447,3,2025-03-18,33,Discussion about academic progress and course selection.,missed
884,449,3,2025-04-07,19,Discussion about academic progress and course selection.,missed
885,450,4,2025-03-23,39,Discussion about academic progress and course selection.,missed
886,451,5,2025-02-12,15,Discussion about academic progress and course selection.,missed
