enrollment_id,student_id,course_id,term_id,grade,attendance_rate,last_login,assignment_completion
608,153,10,2,B,66.53,2025-03-25,71.17
609,153,15,2,C,45.66,2025-03-19,60.91
610,153,5,2,B,40.25,2025-03-28,64.54
611,154,9,2,D,44.41,2025-03-18,76.40
612,154,4,2,B,61.51,2025-03-27,42.71
613,154,9,2,A,66.80,2025-03-23,54.80
614,154,3,2,B,50.89,2025-04-03,44.66
615,155,12,2,B,92.81,2025-04-08,81.88
616,155,1,2,D,76.69,2025-04-04,78.14
617,155,12,2,F,75.78,2025-04-07,84.77
618,156,10,2,F,76.14,2025-04-05,93.08
619,156,4,2,A,75.53,2025-04-11,82.63
620,156,15,2,A,83.89,2025-04-05,91.15
621,156,10,2,W,84.38,2025-04-08,71.17
622,156,8,2,W,88.71,2025-04-06,75.14
623,157,8,2,F,77.74,2025-04-07,89.55
624,157,6,2,A,90.67,2025-04-07,85.40
625,157,13,2,A,70.56,2025-04-07,91.04
626,158,15,2,C,73.80,2025-04-11,72.33
627,158,11,2,B,92.41,2025-04-06,75.26
628,158,9,2,F,91.86,2025-04-11,88.67
629,158,10,2,D,70.62,2025-04-03,88.01
630,159,1,2,B,58.06,2025-03-28,66.04
631,159,6,2,W,68.52,2025-03-30,76.68
632,159,6,2,B,67.42,2025-03-29,49.93
633,159,3,2,W,46.96,2025-03-23,50.64
634,160,5,2,F,86.39,2025-04-08,79.51
635,160,14,2,D,91.87,2025-04-06,83.25
636,160,7,2,D,89.82,2025-04-03,88.50
637,160,8,2,B,84.10,2025-04-06,85.50
638,160,12,2,D,72.22,2025-04-08,76.17
639,161,10,2,C,67.94,2025-03-24,42.42
640,161,14,2,W,68.00,2025-04-01,53.15
641,161,11,2,D,65.64,2025-03-22,63.01
642,162,5,2,W,51.60,2025-03-17,48.22
643,162,1,2,A,53.38,2025-03-18,55.71
644,162,8,2,A,68.37,2025-03-31,62.49
645,162,6,2,W,58.81,2025-03-22,48.10
646,162,9,2,W,47.53,2025-03-22,59.84
647,163,3,2,D,56.33,2025-03-19,59.95
648,163,9,2,A,50.86,2025-03-22,78.25
649,163,11,2,W,59.29,2025-03-16,58.81
650,164,14,2,D,64.27,2025-03-19,66.98
651,164,14,2,D,41.57,2025-03-17,60.09
652,164,6,2,C,56.82,2025-03-21,45.28
653,164,1,2,W,68.12,2025-04-03,46.45
654,165,1,2,A,68.37,2025-03-21,73.75
655,165,1,2,D,47.65,2025-03-24,59.66
656,165,4,2,D,75.14,2025-03-20,60.24
657,165,15,2,W,45.92,2025-03-29,46.59
658,166,7,2,A,94.47,2025-04-06,90.03
659,166,5,2,W,89.00,2025-04-06,80.67
660,166,10,2,A,82.76,2025-04-11,76.60
661,166,9,2,A,78.65,2025-04-04,87.20
662,167,3,2,B,85.06,2025-04-08,87.65
663,167,13,2,F,77.34,2025-04-08,87.67
664,167,15,2,A,85.36,2025-04-06,78.17
665,168,12,2,D,53.59,2025-03-17,76.11
666,168,13,2,C,61.10,2025-03-23,55.75
667,168,14,2,W,56.84,2025-04-01,44.10
668,168,3,2,F,56.15,2025-03-19,59.46
669,168,6,2,D,42.09,2025-03-15,62.80
670,169,3,2,B,59.59,2025-03-23,75.93
671,169,6,2,C,51.85,2025-03-28,68.25
672,169,2,2,F,67.77,2025-03-28,73.62
673,169,4,2,D,47.05,2025-03-25,75.71
674,169,9,2,D,65.39,2025-03-30,59.40
675,170,1,2,W,79.88,2025-04-05,90.16
676,170,10,2,F,78.45,2025-04-11,79.35
677,170,14,2,C,93.47,2025-04-03,78.75
678,170,11,2,C,83.73,2025-04-11,83.96
679,171,9,2,D,70.90,2025-04-08,89.53
680,171,3,2,A,79.81,2025-04-08,86.27
681,171,8,2,D,88.76,2025-04-07,74.52
682,172,1,2,W,68.11,2025-03-31,55.09
683,172,7,2,C,44.98,2025-03-21,78.71
684,172,15,2,A,52.13,2025-03-27,60.33
685,172,3,2,C,55.97,2025-03-16,44.03
686,172,6,2,C,64.09,2025-03-20,58.79
687,173,3,2,D,80.66,2025-04-06,90.93
688,173,5,2,A,71.63,2025-04-03,91.66
689,173,15,2,C,80.38,2025-04-06,93.23
690,173,15,2,W,92.94,2025-04-10,78.55
691,173,10,2,W,90.10,2025-04-07,76.76
692,174,6,2,W,90.33,2025-04-06,74.80
693,174,1,2,W,71.68,2025-04-04,81.57
694,174,6,2,F,87.01,2025-04-10,87.29
695,174,5,2,F,78.98,2025-04-04,93.10
696,175,8,2,A,83.46,2025-04-05,85.17
697,175,8,2,A,85.82,2025-04-12,84.40
698,175,8,2,B,87.05,2025-04-04,84.33
699,176,15,2,F,41.69,2025-03-22,60.99
700,176,15,2,F,53.84,2025-03-20,67.91
701,176,12,2,W,54.28,2025-03-26,64.46
702,177,8,2,D,49.51,2025-03-23,44.57
703,177,12,2,B,71.18,2025-03-29,74.60
704,177,13,2,D,74.19,2025-03-20,46.08
705,177,13,2,D,42.75,2025-03-29,62.83
706,178,10,2,W,53.85,2025-03-30,46.29
707,178,2,2,A,75.92,2025-03-28,57.71
708,178,3,2,B,72.38,2025-03-16,70.78
709,178,13,2,D,50.63,2025-03-17,44.22
710,179,10,2,F,85.21,2025-04-05,73.29
711,179,12,2,B,76.13,2025-04-04,75.42
712,179,5,2,B,85.93,2025-04-12,86.31
713,180,1,2,W,41.10,2025-03-18,41.88
714,180,1,2,C,72.49,2025-04-03,75.69
715,180,5,2,C,52.62,2025-03-17,47.54
716,180,6,2,F,45.21,2025-04-03,40.97
720,182,3,2,F,66.24,2025-03-27,50.18
721,182,1,2,D,45.71,2025-03-15,50.99
722,182,14,2,B,65.53,2025-03-27,71.79
723,183,9,2,B,79.05,2025-04-04,74.44
724,183,1,2,B,76.87,2025-04-12,73.97
725,183,15,2,D,87.85,2025-04-03,79.42
726,184,4,2,D,66.95,2025-03-15,53.81
727,184,15,2,W,75.05,2025-03-22,68.44
728,184,5,2,D,46.12,2025-04-03,78.50
729,185,11,2,A,87.30,2025-04-11,80.54
730,185,15,2,B,94.46,2025-04-03,80.01
731,185,5,2,F,93.81,2025-04-03,92.80
732,185,8,2,B,70.73,2025-04-10,85.64
733,185,6,2,F,71.83,2025-04-05,80.59
734,186,12,2,F,71.14,2025-04-03,54.14
735,186,8,2,C,42.80,2025-03-26,63.53
736,186,3,2,W,52.13,2025-03-18,55.29
737,187,4,2,D,85.78,2025-04-05,71.52
738,187,5,2,B,80.46,2025-04-11,84.49
739,187,9,2,D,73.56,2025-04-09,85.59
740,187,7,2,F,82.85,2025-04-05,76.08
741,187,5,2,C,91.53,2025-04-06,93.23
742,188,3,2,A,60.89,2025-03-28,73.70
743,188,7,2,B,60.57,2025-03-27,78.97
744,188,11,2,F,79.70,2025-03-24,40.96
745,188,5,2,C,74.60,2025-03-30,72.34
746,189,8,2,C,48.27,2025-03-31,56.59
747,189,7,2,W,76.52,2025-03-22,72.15
748,189,2,2,F,41.82,2025-03-23,67.92
749,189,10,2,D,71.75,2025-03-23,73.51
750,189,8,2,D,61.81,2025-03-23,78.63
756,191,2,2,A,64.07,2025-04-01,49.03
757,191,8,2,W,78.95,2025-04-03,71.89
758,191,6,2,D,41.84,2025-03-24,45.29
759,192,6,2,A,50.08,2025-03-15,60.32
760,192,1,2,D,73.27,2025-03-24,67.40
761,192,14,2,F,49.54,2025-03-15,77.63
762,192,5,2,C,64.42,2025-03-23,73.09
763,193,13,2,B,89.23,2025-04-08,76.14
764,193,1,2,A,77.17,2025-04-06,89.41
765,193,6,2,C,79.16,2025-04-04,82.16
766,193,14,2,F,90.79,2025-04-11,91.63
767,193,5,2,C,73.96,2025-04-10,91.69
768,194,11,2,W,76.60,2025-04-03,92.81
769,194,2,2,B,76.29,2025-04-08,90.36
770,194,9,2,B,87.07,2025-04-05,89.71
771,194,15,2,A,94.06,2025-04-05,88.74
772,194,3,2,C,74.06,2025-04-06,80.34
773,195,12,2,B,41.94,2025-03-31,75.93
774,195,1,2,A,46.17,2025-03-31,71.68
775,195,10,2,A,46.46,2025-03-29,52.47
776,195,6,2,D,40.81,2025-03-31,70.03
777,196,14,2,F,57.96,2025-03-24,62.40
778,196,12,2,W,73.81,2025-03-15,74.55
779,196,2,2,D,57.36,2025-03-23,56.16
780,196,15,2,B,75.85,2025-03-24,41.74
781,196,11,2,C,62.14,2025-03-19,54.71
782,197,8,2,D,92.76,2025-04-11,87.99
783,197,11,2,D,70.77,2025-04-09,79.03
784,197,9,2,W,90.70,2025-04-08,73.43
785,197,15,2,W,72.94,2025-04-08,90.61
786,198,1,2,D,93.24,2025-04-03,94.50
787,198,15,2,C,82.64,2025-04-08,87.51
788,198,8,2,A,85.08,2025-04-12,71.66
789,198,15,2,A,91.84,2025-04-05,88.29
790,199,8,2,A,56.71,2025-03-27,45.15
791,199,7,2,D,70.15,2025-03-24,55.12
792,199,1,2,D,51.30,2025-03-21,42.86
793,199,13,2,W,69.37,2025-03-31,79.13
794,200,11,2,W,79.32,2025-03-31,70.23
795,200,6,2,D,62.48,2025-03-27,67.87
796,200,11,2,D,56.77,2025-03-22,56.13
797,200,3,2,D,51.15,2025-03-30,55.51
798,200,9,2,F,61.59,2025-03-21,62.46
799,201,1,2,W,73.88,2025-03-30,41.80
800,201,7,2,C,54.08,2025-03-24,69.11
801,201,1,2,C,55.79,2025-03-26,40.10
802,201,2,2,W,61.32,2025-03-31,44.98
803,202,6,2,C,83.13,2025-04-04,75.50
804,202,9,2,F,84.21,2025-04-07,93.08
805,202,9,2,D,84.35,2025-04-11,82.63
806,203,6,2,A,89.15,2025-04-10,90.76
807,203,14,2,B,86.19,2025-04-10,88.49
808,203,5,2,A,70.29,2025-04-11,79.82
809,203,5,2,D,84.94,2025-04-11,71.77
810,203,13,2,F,75.01,2025-04-05,83.81
816,205,4,2,C,48.33,2025-03-30,51.07
817,205,7,2,W,65.63,2025-03-22,61.48
818,205,6,2,D,75.26,2025-03-26,56.13
819,205,6,2,D,43.31,2025-03-27,63.18
820,205,10,2,W,65.05,2025-03-25,41.07
821,206,7,2,W,92.65,2025-04-06,93.71
822,206,3,2,W,71.81,2025-04-08,91.94
823,206,3,2,B,76.81,2025-04-05,93.49
824,206,11,2,C,88.07,2025-04-10,85.94
825,207,14,2,W,51.61,2025-03-16,43.95
826,207,15,2,F,59.67,2025-03-17,70.57
827,207,15,2,W,79.74,2025-03-20,78.26
828,207,5,2,B,75.87,2025-03-17,51.61
829,207,5,2,A,57.83,2025-03-23,73.22
830,208,1,2,D,73.24,2025-04-09,77.94
831,208,6,2,D,82.77,2025-04-10,82.05
832,208,5,2,B,87.61,2025-04-07,79.33
833,208,5,2,D,90.93,2025-04-05,77.91
834,208,8,2,B,73.86,2025-04-12,93.62
835,209,6,2,B,94.99,2025-04-12,88.75
836,209,4,2,A,78.50,2025-04-11,87.78
837,209,14,2,B,82.98,2025-04-11,76.86
838,210,4,2,W,46.11,2025-03-29,76.52
839,210,2,2,F,63.04,2025-03-20,40.75
840,210,12,2,D,61.96,2025-03-23,41.30
841,211,9,2,W,46.94,2025-03-16,70.10
842,211,7,2,A,74.54,2025-03-30,57.27
843,211,14,2,C,70.60,2025-03-17,44.46
844,212,1,2,B,56.35,2025-03-24,44.21
845,212,12,2,C,51.52,2025-03-31,59.47
846,212,7,2,C,63.14,2025-04-01,57.18
847,212,9,2,D,58.12,2025-03-22,74.45
848,212,4,2,D,76.53,2025-03-31,72.60
856,215,4,2,C,72.63,2025-04-01,66.36
857,215,12,2,W,53.47,2025-03-22,67.37
858,215,5,2,W,64.08,2025-04-01,59.75
859,216,8,2,W,84.27,2025-04-12,80.22
860,216,1,2,F,93.14,2025-04-07,93.83
861,216,3,2,F,86.76,2025-04-05,77.41
862,216,3,2,F,91.70,2025-04-11,83.91
863,217,10,2,A,93.38,2025-04-03,76.16
864,217,10,2,W,83.72,2025-04-12,88.19
865,217,6,2,A,81.58,2025-04-11,75.82
866,217,4,2,C,92.26,2025-04-05,79.29
867,217,10,2,W,70.99,2025-04-05,79.55
868,218,15,2,A,87.56,2025-04-12,93.47
869,218,15,2,B,74.49,2025-04-11,72.73
870,218,8,2,B,86.84,2025-04-10,70.40
871,219,7,2,W,50.81,2025-03-22,64.28
872,219,7,2,F,69.76,2025-03-22,55.53
873,219,4,2,F,79.25,2025-03-22,54.67
874,219,11,2,D,74.90,2025-03-23,77.03
875,219,2,2,D,71.05,2025-04-02,45.91
881,221,2,2,C,59.03,2025-03-21,69.48
882,221,11,2,C,70.43,2025-03-26,77.72
883,221,7,2,F,46.67,2025-03-24,40.61
884,221,12,2,C,42.09,2025-04-03,72.53
885,221,10,2,W,53.46,2025-03-25,61.50
886,222,10,2,B,86.35,2025-04-04,82.28
887,222,13,2,F,78.05,2025-04-08,88.70
888,222,2,2,W,85.88,2025-04-03,90.25
889,222,11,2,C,91.23,2025-04-04,76.21
890,223,4,2,D,67.12,2025-03-24,46.08
891,223,6,2,B,68.13,2025-03-29,59.69
892,223,6,2,C,57.96,2025-03-21,40.13
893,223,7,2,D,40.18,2025-03-20,61.85
894,223,1,2,A,60.04,2025-04-02,44.81
895,224,2,2,B,51.89,2025-03-16,69.62
896,224,10,2,A,72.47,2025-03-24,65.32
897,224,3,2,A,43.96,2025-04-03,63.23
898,224,5,2,A,54.57,2025-03-26,41.92
899,224,4,2,C,49.39,2025-03-25,66.38
900,225,1,2,F,80.08,2025-04-08,87.44
901,225,15,2,W,91.29,2025-04-08,94.28
902,225,9,2,B,86.98,2025-04-07,82.67
903,226,2,2,B,65.99,2025-03-29,50.53
904,226,4,2,C,51.12,2025-03-29,40.49
905,226,7,2,W,43.61,2025-03-31,68.72
906,226,4,2,F,68.52,2025-03-30,72.81
907,226,4,2,W,70.13,2025-03-25,77.94
908,227,8,2,D,50.55,2025-03-20,44.83
909,227,5,2,C,69.67,2025-03-19,45.94
910,227,13,2,C,62.23,2025-03-31,44.01
911,227,4,2,F,75.97,2025-03-17,56.68
912,227,8,2,F,57.40,2025-03-30,42.22
913,228,8,2,C,78.84,2025-04-03,79.12
914,228,1,2,C,92.24,2025-04-04,72.98
915,228,15,2,D,77.75,2025-04-05,93.98
916,228,7,2,F,83.75,2025-04-08,84.91
917,228,5,2,D,89.41,2025-04-06,87.37
918,229,1,2,F,70.64,2025-04-06,72.90
919,229,1,2,B,81.04,2025-04-12,71.28
920,229,10,2,W,82.81,2025-04-10,70.55
921,229,11,2,A,75.34,2025-04-12,89.48
929,232,13,2,D,76.22,2025-03-31,41.80
930,232,11,2,W,59.12,2025-03-31,56.81
931,232,14,2,D,75.52,2025-04-03,64.08
932,232,15,2,D,40.59,2025-04-01,65.31
933,233,6,2,D,72.73,2025-04-05,86.20
934,233,1,2,W,81.66,2025-04-03,85.82
935,233,12,2,A,76.46,2025-04-08,94.34
936,233,1,2,D,74.75,2025-04-04,92.82
937,233,9,2,C,83.63,2025-04-06,79.05
938,234,9,2,W,78.37,2025-04-01,66.06
939,234,7,2,C,60.81,2025-03-15,44.45
940,234,9,2,A,45.36,2025-03-22,61.38
941,234,5,2,C,71.21,2025-04-02,77.85
942,234,12,2,W,43.21,2025-03-16,79.72
943,235,5,2,F,70.92,2025-04-08,72.82
944,235,7,2,W,72.02,2025-04-06,70.48
945,235,7,2,F,76.12,2025-04-03,81.50
946,235,13,2,C,77.76,2025-04-11,79.78
947,235,13,2,D,78.65,2025-04-08,86.20
948,236,8,2,C,71.98,2025-04-08,83.23
949,236,14,2,C,72.67,2025-04-03,75.34
950,236,9,2,F,88.24,2025-04-07,92.30
951,237,12,2,B,48.09,2025-03-16,75.63
952,237,9,2,F,79.32,2025-03-19,58.94
953,237,4,2,W,53.47,2025-03-25,62.28
954,237,6,2,B,73.32,2025-04-03,70.32
955,237,4,2,D,73.91,2025-03-27,48.50
956,238,14,2,D,61.09,2025-03-27,74.88
957,238,2,2,W,43.67,2025-03-30,77.42
958,238,3,2,F,41.97,2025-03-27,62.64
959,238,5,2,F,77.03,2025-03-15,42.62
960,239,10,2,B,83.23,2025-04-11,89.72
961,239,13,2,A,83.00,2025-04-05,71.56
962,239,12,2,A,93.53,2025-04-09,89.69
963,240,13,2,F,83.41,2025-04-07,70.30
964,240,9,2,C,83.39,2025-04-06,92.10
965,240,11,2,A,79.32,2025-04-12,70.62
966,240,11,2,B,84.64,2025-04-05,94.04
967,240,2,2,D,84.92,2025-04-04,86.61
968,241,1,2,D,47.91,2025-03-18,52.31
969,241,2,2,W,56.76,2025-03-21,60.69
970,241,2,2,A,50.85,2025-03-31,79.74
971,241,4,2,F,47.57,2025-03-15,51.33
972,242,1,2,A,46.50,2025-03-18,46.10
973,242,14,2,A,58.86,2025-04-02,44.46
974,242,11,2,W,42.83,2025-03-23,79.52
975,242,5,2,C,55.28,2025-03-26,65.23
979,244,11,2,W,70.04,2025-03-19,63.79
980,244,14,2,D,56.80,2025-03-29,79.23
981,244,7,2,B,42.64,2025-04-02,44.96
982,244,6,2,A,70.15,2025-03-15,56.44
983,244,13,2,A,64.92,2025-03-25,50.33
984,245,2,2,W,66.84,2025-03-15,61.16
985,245,13,2,C,57.99,2025-03-20,72.76
986,245,13,2,D,74.05,2025-03-16,76.19
987,246,12,2,A,76.67,2025-04-03,83.12
988,246,15,2,D,87.33,2025-04-05,94.69
989,246,3,2,C,86.11,2025-04-11,92.88
990,247,13,2,C,71.41,2025-03-25,76.94
991,247,10,2,C,74.75,2025-03-22,49.12
992,247,9,2,F,57.13,2025-03-27,73.34
993,247,7,2,W,72.93,2025-03-18,58.82
994,248,1,2,A,40.36,2025-03-20,77.34
995,248,8,2,F,46.89,2025-03-26,47.59
996,248,14,2,A,71.59,2025-03-30,60.98
997,248,3,2,F,44.10,2025-03-28,60.97
998,249,4,2,C,70.99,2025-03-18,68.62
999,249,3,2,B,61.12,2025-03-31,63.07
1000,249,5,2,F,45.93,2025-03-27,72.13
1001,249,9,2,C,50.34,2025-03-21,61.95
1002,250,6,2,D,90.16,2025-04-04,86.45
1003,250,4,2,C,72.35,2025-04-12,93.30
1004,250,10,2,B,79.86,2025-04-11,74.30
1005,251,14,2,A,72.68,2025-03-17,51.72
1006,251,15,2,W,68.69,2025-03-21,72.72
1007,251,10,2,F,41.40,2025-04-03,42.63
1008,251,9,2,W,71.14,2025-03-17,49.19
1009,252,11,2,C,77.69,2025-04-09,77.64
1010,252,3,2,D,79.69,2025-04-04,87.68
1011,252,1,2,A,92.36,2025-04-06,81.34
1012,253,15,2,B,80.51,2025-04-03,72.56
1013,253,10,2,F,84.24,2025-04-09,82.21
1014,253,3,2,F,86.09,2025-04-11,75.88
1015,253,5,2,A,88.66,2025-04-07,75.31
1016,253,8,2,F,76.04,2025-04-05,72.17
1017,254,9,2,W,68.38,2025-03-20,41.30
1018,254,11,2,D,67.03,2025-03-23,40.33
1019,254,1,2,F,57.40,2025-03-15,42.19
1020,254,3,2,D,64.00,2025-03-22,69.85
1021,254,12,2,W,54.44,2025-03-17,55.59
1022,255,3,2,D,62.13,2025-03-15,45.87
1023,255,6,2,B,43.35,2025-03-29,43.11
1024,255,15,2,F,50.43,2025-04-02,52.18
1025,256,11,2,D,78.61,2025-04-04,90.92
1026,256,10,2,C,79.84,2025-04-10,89.81
1027,256,13,2,F,83.75,2025-04-06,78.19
1028,257,11,2,D,70.25,2025-04-10,93.79
1029,257,6,2,D,90.91,2025-04-09,90.92
1030,257,5,2,F,88.05,2025-04-05,87.12
1031,257,4,2,C,92.12,2025-04-10,83.81
1037,259,4,2,C,64.05,2025-03-27,77.03
1038,259,10,2,B,72.25,2025-03-26,58.74
1039,259,12,2,B,53.80,2025-03-23,74.16
1040,259,3,2,B,53.59,2025-03-21,47.29
1041,259,5,2,W,55.18,2025-03-23,41.02
1047,261,5,2,C,93.92,2025-04-08,94.93
1048,261,5,2,F,93.53,2025-04-09,89.81
1049,261,7,2,A,76.58,2025-04-04,91.93
1050,261,12,2,D,70.32,2025-04-08,73.40
1051,261,6,2,W,87.13,2025-04-09,90.57
1057,263,10,2,W,90.99,2025-04-11,92.41
1058,263,14,2,A,76.47,2025-04-03,89.11
1059,263,8,2,C,94.99,2025-04-09,70.21
1060,264,3,2,C,85.21,2025-04-08,92.98
1061,264,2,2,B,71.36,2025-04-05,90.54
1062,264,9,2,W,77.10,2025-04-11,83.95
1063,264,7,2,C,91.14,2025-04-05,81.98
1064,264,4,2,C,90.88,2025-04-08,79.39
1065,265,7,2,D,56.63,2025-04-02,52.96
1066,265,7,2,B,78.33,2025-03-22,69.52
1067,265,9,2,A,48.92,2025-03-23,75.59
1068,265,5,2,A,64.26,2025-03-29,46.23
1069,266,9,2,A,89.07,2025-04-08,77.73
1070,266,2,2,A,89.72,2025-04-09,70.08
1071,266,1,2,B,74.39,2025-04-08,83.90
1072,266,13,2,C,92.68,2025-04-07,71.50
1073,267,5,2,W,83.73,2025-04-12,84.57
1074,267,4,2,D,72.90,2025-04-03,77.72
1075,267,13,2,A,93.13,2025-04-07,83.09
1076,267,10,2,F,78.87,2025-04-04,92.48
1077,267,12,2,C,84.73,2025-04-08,81.32
1078,268,1,2,F,80.00,2025-04-08,73.43
1079,268,12,2,A,83.23,2025-04-12,73.72
1080,268,2,2,A,93.35,2025-04-12,93.44
1081,268,7,2,W,79.45,2025-04-10,73.96
1082,269,6,2,C,68.57,2025-03-16,64.70
1083,269,2,2,C,56.94,2025-03-31,42.38
1084,269,6,2,F,72.03,2025-03-31,40.76
1085,269,14,2,A,59.32,2025-03-28,75.12
1086,269,9,2,B,46.14,2025-03-16,54.06
1087,270,13,2,F,56.09,2025-03-19,51.52
1088,270,12,2,D,57.64,2025-03-16,62.40
1089,270,9,2,F,46.27,2025-03-16,41.71
1090,270,5,2,W,45.22,2025-03-19,77.49
1100,273,2,2,D,72.92,2025-04-10,72.95
1101,273,10,2,D,70.79,2025-04-03,92.98
1102,273,1,2,W,82.98,2025-04-10,82.50
1103,273,13,2,B,77.28,2025-04-12,82.63
1104,273,3,2,D,71.53,2025-04-07,77.83
1105,274,14,2,W,52.74,2025-03-29,54.70
1106,274,4,2,D,50.66,2025-03-27,65.67
1107,274,14,2,C,49.09,2025-03-19,40.43
1108,274,11,2,W,69.04,2025-03-25,58.30
1109,274,1,2,F,73.21,2025-04-02,66.50
1110,275,12,2,F,60.91,2025-04-01,68.85
1111,275,6,2,W,50.38,2025-03-29,72.34
1112,275,7,2,B,53.26,2025-03-19,79.44
1113,275,2,2,A,42.58,2025-03-30,46.37
1114,276,14,2,F,76.00,2025-04-10,80.03
1115,276,5,2,F,82.17,2025-04-09,76.94
1116,276,13,2,B,84.60,2025-04-10,88.38
1117,276,9,2,D,78.28,2025-04-11,83.15
1118,277,5,2,A,76.63,2025-04-10,81.65
1119,277,9,2,F,84.71,2025-04-08,70.88
1120,277,6,2,W,91.37,2025-04-04,76.44
1121,278,2,2,F,73.09,2025-04-12,79.89
1122,278,11,2,B,77.91,2025-04-11,81.42
1123,278,6,2,B,78.74,2025-04-10,89.74
1124,278,6,2,F,77.24,2025-04-07,90.98
1125,278,13,2,D,72.20,2025-04-09,80.88
1126,279,1,2,B,72.26,2025-03-15,41.67
1127,279,2,2,B,50.45,2025-03-30,44.52
1128,279,2,2,B,56.10,2025-03-28,47.94
1129,279,13,2,A,61.98,2025-03-20,44.05
1130,279,7,2,W,52.45,2025-03-16,41.06
1134,281,15,2,C,49.23,2025-03-22,52.03
1135,281,10,2,W,77.74,2025-03-22,50.17
1136,281,15,2,D,62.41,2025-03-16,54.21
1137,281,7,2,B,60.81,2025-03-25,72.09
1138,281,15,2,C,50.77,2025-03-21,65.05
1142,283,2,2,D,68.99,2025-03-26,57.29
1143,283,7,2,B,53.48,2025-03-31,77.91
1144,283,1,2,F,45.85,2025-03-24,77.28
1148,285,14,2,A,76.83,2025-04-01,47.71
1149,285,3,2,W,42.20,2025-03-28,56.25
1150,285,14,2,W,71.05,2025-03-26,43.81
1151,285,2,2,B,68.84,2025-03-20,67.31
1152,286,11,2,D,74.81,2025-03-20,73.50
1153,286,13,2,F,40.82,2025-03-26,50.08
1154,286,4,2,C,66.84,2025-03-27,69.16
1155,286,13,2,B,78.98,2025-03-21,79.60
1156,286,10,2,D,58.30,2025-04-01,75.97
1157,287,10,2,W,78.06,2025-04-07,81.40
1158,287,3,2,D,80.76,2025-04-07,77.81
1159,287,10,2,C,76.86,2025-04-07,91.70
1160,287,14,2,D,73.76,2025-04-12,83.91
1161,287,12,2,B,76.47,2025-04-07,86.63
1162,288,6,2,F,84.25,2025-04-08,93.88
1163,288,7,2,W,93.30,2025-04-03,70.52
1164,288,14,2,D,90.36,2025-04-08,90.61
1165,289,14,2,B,41.12,2025-03-29,75.52
1166,289,7,2,W,41.31,2025-03-18,62.73
1167,289,7,2,D,68.71,2025-03-26,55.89
1168,289,4,2,B,74.15,2025-03-20,53.61
1169,290,15,2,A,75.43,2025-04-06,92.61
1170,290,7,2,C,83.71,2025-04-10,81.36
1171,290,9,2,A,82.27,2025-04-08,78.67
1172,291,12,2,C,87.79,2025-04-03,81.78
1173,291,13,2,C,82.32,2025-04-08,82.51
1174,291,9,2,B,84.37,2025-04-11,81.30
1175,292,4,2,A,76.78,2025-03-20,73.02
1176,292,7,2,B,66.79,2025-03-31,62.05
1177,292,1,2,F,44.14,2025-03-15,58.36
1178,292,6,2,W,43.30,2025-03-15,51.44
1182,294,10,2,W,75.57,2025-03-30,50.72
1183,294,9,2,A,42.23,2025-03-27,59.44
1184,294,7,2,B,76.13,2025-03-31,75.06
1185,294,5,2,D,68.00,2025-03-25,49.13
1186,294,11,2,F,55.83,2025-03-16,59.43
1187,295,1,2,F,79.56,2025-03-17,42.72
1188,295,12,2,W,57.54,2025-03-22,41.20
1189,295,1,2,W,40.67,2025-03-29,53.34
1190,295,11,2,D,65.00,2025-03-30,60.20
1195,297,8,2,D,71.93,2025-04-06,87.48
1196,297,11,2,W,94.80,2025-04-08,86.97
1197,297,4,2,C,91.37,2025-04-10,71.62
1198,297,13,2,C,81.95,2025-04-07,91.24
1199,298,9,2,F,82.98,2025-04-09,72.53
1200,298,3,2,B,91.11,2025-04-05,77.50
1201,298,12,2,C,91.66,2025-04-07,80.89
1202,299,10,2,A,78.53,2025-04-12,71.51
1203,299,13,2,F,78.33,2025-04-09,93.61
1204,299,7,2,F,87.77,2025-04-03,89.32
1205,299,9,2,F,87.81,2025-04-06,83.47
1206,299,8,2,F,84.25,2025-04-03,87.69
1207,300,6,2,F,86.99,2025-04-12,77.75
1208,300,6,2,C,79.08,2025-04-10,74.62
1209,300,1,2,C,79.58,2025-04-10,86.21
1210,301,1,2,C,94.28,2025-04-08,77.79
1211,301,12,2,B,85.01,2025-04-09,92.54
1212,301,5,2,A,87.04,2025-04-07,87.54
1213,302,1,2,C,66.52,2025-03-18,71.20
1214,302,5,2,C,78.19,2025-03-30,44.86
1215,302,9,2,W,70.01,2025-03-24,48.63
1216,302,5,2,A,75.80,2025-03-18,51.92
1217,302,11,2,C,73.96,2025-03-18,48.64
1218,303,4,2,D,73.75,2025-04-05,82.51
1219,303,9,2,W,79.07,2025-04-10,90.22
1220,303,6,2,F,72.60,2025-04-03,88.26
1221,303,4,2,W,89.53,2025-04-05,90.30
1222,304,14,2,C,77.41,2025-04-10,87.63
1223,304,8,2,F,78.00,2025-04-11,73.30
1224,304,14,2,A,85.72,2025-04-09,70.31
1225,305,10,2,A,59.69,2025-04-03,50.47
1226,305,5,2,D,79.94,2025-04-02,72.20
1227,305,1,2,W,44.64,2025-03-17,67.12
1228,305,14,2,B,60.77,2025-03-24,56.16
1229,306,15,2,W,56.24,2025-03-23,50.65
1230,306,13,2,F,60.20,2025-03-18,70.38
1231,306,7,2,B,63.95,2025-03-22,52.19
1232,306,8,2,D,40.47,2025-03-17,41.22
